Time,A
1544,-0.830175775
1545,-0.815270978
1546,-0.753312467
1547,-0.649449304
1548,-0.560310172
1549,-0.707793614
1550,-0.765791798
1551,-0.801693301
1552,-0.780017879
1553,-0.666015132
1554,-0.576331957
1555,-0.601173678
1556,-0.691221022
1557,-0.798624799
1558,-0.913593388
1559,-0.963471233
1560,-0.958888332
1561,-0.91729165
1562,-0.655518382
1563,-0.608021069
1564,-0.591029808
1565,-0.709527232
1566,-0.837605242
1567,-0.930674629
1568,-0.974143168
1569,-0.947999668
1570,-0.92870138
1571,-0.691706202
1572,-0.561905395
1573,-0.548421814
1574,-0.685769837
1575,-0.797072361
1576,-0.823290511
1577,-0.822122854
1578,-0.780726816
1579,-0.696049852
1580,-0.657519385
1581,-0.656122362
1582,-0.683154247
1583,-0.744939935
1584,-0.800972536
1585,-0.823844065
1586,-0.767441071
1587,-0.744688498
1588,-0.760356433
1589,-0.775127286
1590,-0.796736433
1591,-0.789175532
1592,-0.761205202
1593,-0.705928124
1594,-0.70701489
1595,-0.736623565
1596,-0.703570587
1597,-0.688785305
1598,-0.697324439
1599,-0.692770612
1600,-0.720412999
1601,-0.768650738
1602,-0.753326192
1603,-0.736430288
1604,-0.771634068
1605,-0.761917693
1606,-0.776011682
1607,-0.793140526
1608,-0.795485511
1609,-0.808690085
1610,-0.828007753
1611,-0.805875897
1612,-0.751927318
1613,-0.714524715
1614,-0.72769422
1615,-0.785743089
1616,-0.981540366
1617,-0.997498376
1618,-0.876672935
1619,-0.745102843
1620,-0.673425062
1621,-0.641455511
1622,-0.649937156
1623,-0.666463041
1624,-0.691833326
1625,-0.725849067
1626,-0.674787052
1627,-0.656224523
1628,-0.648514132
1629,-0.665429843
1630,-0.682547213
1631,-0.65935363
1632,-0.632368522
1633,-0.60112338
1634,-0.642124292
1635,-0.717051927
1636,-0.791416336
1637,-0.862648694
1638,-0.888647601
1639,-0.859992702
1640,-0.817958992
1641,-0.77474299
1642,-0.775504922
1643,-0.7903796
1644,-0.629942353
1645,-0.674180303
1646,-0.7218777
1647,-0.753639419
1648,-0.76307942
1649,-0.796694123
1650,-0.752379098
1651,-0.751181982
1652,-0.772196837
1653,-0.776056177
1654,-0.767337032
1655,-0.743406459
1656,-0.746947547
1657,-0.695308019
1658,-0.694344041
1659,-0.737683457
1660,-0.723478993
1661,-0.725162971
1662,-0.755799842
1663,-0.72056217
1664,-0.735260793
1665,-0.788917167
1666,-0.817571591
1667,-0.806755707
1668,-0.817300275
1669,-0.820944668
1670,-0.77811408
1671,-0.750278585
1672,-0.724249625
1673,-0.701613772
1674,-0.694221515
1675,-0.679921025
1676,-0.667999854
1677,-0.66442617
1678,-0.69055651
1679,-0.745651598
1680,-0.773983852
1681,-0.770218409
1682,-0.726119233
1683,-0.700900068
1684,-0.681614353
1685,-0.707379623
1686,-0.74112983
1687,-0.768251449
1688,-0.762256086
1689,-0.749659931
1690,-0.738705032
1691,-0.701805873
1692,-0.688661583
1693,-0.667594199
1694,-0.694253388
1695,-0.745904699
1696,-0.782574558
1697,-0.779067332
1698,-0.735319363
1699,-0.688533799
1700,-0.685404553
1701,-0.718423118
1702,-0.726555436
1703,-0.710159476
1704,-0.685374832
1705,-0.691658015
1706,-0.772968541
1707,-0.809076491
1708,-0.797167894
1709,-0.763164402
1710,-0.700166106
1711,-0.691525203
1712,-0.677716822
1713,-0.690087037
1714,-0.723920415
1715,-0.76796563
1716,-0.815120551
1717,-0.836315438
1718,-0.812094731
1719,-0.753934662
1720,-0.706234509
1721,-0.654865161
1722,-0.638626331
1723,-0.637342661
1724,-0.686413574
1725,-0.720553367
1726,-0.753116244
1727,-0.775468698
1728,-0.782968996
1729,-0.76422865
1730,-0.749696051
1731,-0.765637155
1732,-0.726888557
1733,-0.71711182
1734,-0.731701469
1735,-0.729451297
1736,-0.749208872
1737,-0.766732405
1738,-0.729163288
1739,-0.693296923
1740,-0.682309558
1741,-0.67113938
1742,-0.692152076
1743,-0.723520254
1744,-0.740749347
1745,-0.774627366
1746,-0.796494703
1747,-0.812490926
1748,-0.814267478
1749,-0.782027037
1750,-0.773577228
1751,-0.767838278
1752,-0.763548445
1753,-0.783906366
1754,-0.797842123
1755,-0.774276886
1756,-0.775454014
1757,-0.750736723
1758,-0.709229967
1759,-0.710648376
1760,-0.735157172
1761,-0.727169805
1762,-0.915191097
1763,-0.924147458
1764,-0.827184399
1765,-0.700105837
1766,-0.697683054
1767,-0.745100598
1768,-0.798263897
1769,-0.842719396
1770,-0.917752085
1771,-0.898200148
1772,-0.852997004
1773,-0.792806237
1774,-0.742937727
1775,-0.745739208
1776,-0.771841799
1777,-0.831741196
1778.4,-0.833334165
1779.4,-0.799273249
1780.4,-0.756832716
1781.4,-0.704382524
1782.4,-0.68152396
1783.4,-0.63851702
1784.4,-0.626363001
1785.4,-0.660921975
1786.4,-0.723419298
1787.4,-0.772511534
1788.4,-0.779160188
1789.4,-0.761015678
1790.4,-0.711756
1791.4,-0.709594143
1792.4,-0.723646738
1793.4,-0.730286237
1794.4,-0.760053361
1795.4,-0.793575309
1796.4,-0.802638312
1797.4,-0.777815337
1798.4,-0.750060489
1799.4,-0.68373551
